PassengerId,Survived
892,0.11518461357158274
893,0.5065594602567363
894,0.09524806726542032
895,0.10331081930381034
896,0.524499422590371
897,0.1376877426334429
898,0.6367163740423522
899,0.1223134013524139
900,0.6670197539473395
901,0.08582402529054431
902,0.09614365498515239
903,0.19140110378523484
904,0.9523450700620151
905,0.06920775729181154
906,0.9363131075857426
907,0.8743327494906172
908,0.1713982546488589
909,0.16091461717756092
910,0.5462480927403585
911,0.619439962048007
912,0.20645369581958542
913,0.5543576441962162
914,0.8927134765690095
915,0.410032345034535
916,0.9137694741490087
917,0.06250203929075934
918,0.9699560347784791
919,0.1559803331089589
920,0.35775087097573743
921,0.1038049519076811
922,0.09121841505445746
923,0.13009914997818228
924,0.3240984787718145
925,0.33493951444269954
926,0.4936274737109857
927,0.16942700873730276
928,0.580450126458226
929,0.5815523476320557
930,0.10858519822089507
931,0.06949245131539801
932,0.11982203021411068
933,0.3985709976158042
934,0.07861701203770288
935,0.8248339232345258
936,0.9369212032957759
937,0.10635979814111333
938,0.4080093981631302
939,0.12687957659660096
940,0.9583485874480828
941,0.504790076892996
942,0.44079137443811833
943,0.2116175238295761
944,0.6532478664295326
945,0.8117461866540884
946,0.2153542612024717
947,0.17242904649846794
948,0.08593468432443283
949,0.17618367007725305
950,0.09397860486241037
951,0.9787011715611899
952,0.12798292085239027
953,0.14082804867095636
954,0.1251220782615865
955,0.6507892459214941
956,0.6457988416866673
957,0.8114263975692413
958,0.6578651444322968
959,0.1963226200455472
960,0.4918047415626896
961,0.8114960044048039
962,0.6473868646482467
963,0.11731703143274637
964,0.565413176184691
965,0.4860994229415983
966,0.9785949309587695
967,0.6350681571920036
968,0.0962429328420965
969,0.9072688172249613
970,0.14658532641195365
971,0.6473868646482467
972,0.5750639195541888
973,0.28505000717202017
974,0.18020581242085876
975,0.09614365498515239
976,0.18823027045196067
977,0.12942488642490096
978,0.6423979649015024
979,0.6007617628249666
980,0.5618904433485452
981,0.6574386836764518
982,0.5648600252162482
983,0.09606594601937246
984,0.892420458007086
985,0.0962429328420965
986,0.365182084557033
987,0.10736979851041477
988,0.9163246416322488
989,0.09732620977288046
990,0.5819352550839652
991,0.09557018973642122
992,0.9574895283206091
993,0.15304788927606733
994,0.12687957659660096
995,0.10500626102901792
996,0.6194262983411758
997,0.1104619547737113
998,0.15359828564717667
999,0.12687957659660096
1000,0.0966705293345866
1001,0.2889496690434322
1002,0.16095636555989778
1003,0.6525937123630631
1004,0.9614423068003959
1005,0.6560257510449196
1006,0.9519529493312566
1007,0.16661336647672548
1008,0.13249393537419787
1009,0.8175670657500145
1010,0.5011450113596191
1011,0.8189352609764702
1012,0.848615968536578
1013,0.11848474203281167
1014,0.9601558169729906
1015,0.10009575356767944
1016,0.12687957659660096
1017,0.6148595298154421
1018,0.11470031282961837
1019,0.5522411305090743
1020,0.11323129095733908
1021,0.10994968987694106
1022,0.09203635563977233
1023,0.5820688193500354
1024,0.2677178125444445
1025,0.12349082536147674
1026,0.07165839490717284
1027,0.109807908765465
1028,0.14343447571290455
1029,0.15941668207290566
1030,0.5888465967461445
1031,0.01257682353062901
1032,0.21884069674210854
1033,0.896283384386144
1034,0.18444463773905997
1035,0.16221635755685015
1036,0.20746857955871167
1037,0.03275390631504449
1038,0.4128766764501641
1039,0.12378678656044091
1040,0.26051992891950326
1041,0.26402174962141306
1042,0.9656345224590923
1043,0.1337440981012484
1044,0.05009848782671111
1045,0.5331764539569182
1046,0.05620685167411058
1047,0.11810140316595327
1048,0.970571356187056
1049,0.5764123287388722
1050,0.32970178688760815
1051,0.5665517529951807
1052,0.6525168425205448
1053,0.6044565208661473
1054,0.8317246546571777
1055,0.09556875814727378
1056,0.2459434646763025
1057,0.5324415003535818
1058,0.40054110733835263
1059,0.034145497364953495
1060,0.9262863073391445
1061,0.5802533118541074
1062,0.10342336112975067
1063,0.14192776841523763
1064,0.10838823841547662
1065,0.13317139013205181
1066,0.016643884373258234
1067,0.8240212827778454
1068,0.8361903728679628
1069,0.34841721542528
1070,0.7807839212652812
1071,0.9460059412742972
1072,0.14658532641195365
1073,0.39876380207784984
1074,0.9477361156438631
1075,0.12687957659660096
1076,0.9667215158609714
1077,0.11997923390009849
1078,0.8582789629184482
1079,0.09815060217496202
1080,0.04375170398152711
1081,0.11828128789579724
1082,0.1318944880685085
1083,0.26015521794461655
1084,0.5011025281827062
1085,0.09863385235926823
1086,0.6651485911446342
1087,0.08986777573474627
1088,0.9200919376854397
1089,0.5854579273795425
1090,0.16893336891291857
1091,0.5510153897686788
1092,0.6654070793977096
1093,0.5528421071481875
1094,0.6011064120123634
1095,0.9057582733154401
1096,0.16208153460675523
1097,0.3552179318246082
1098,0.6280628849521291
1099,0.164307988596433
1100,0.961796460517745
1101,0.10744077849742381
1102,0.1011197429125148
1103,0.10024119913138319
1104,0.16574794143287275
1105,0.7843835210685501
1106,0.17459638542353484
1107,0.35503919044855514
1108,0.6527611570004874
1109,0.14625817333426575
1110,0.9637083803621749
1111,0.0962429328420965
1112,0.8633157209833708
1113,0.11743528824236085
1114,0.9020232310493916
1115,0.11724039713029397
1116,0.9104391324285054
1117,0.59371813427818
1118,0.11220894314266136
1119,0.6525448113436455
1120,0.08029359864093762
1121,0.1289777699277557
1122,0.2266141837280547
1123,0.907642315240133
1124,0.10841567396327809
1125,0.12698578265334354
1126,0.43406470700297667
1127,0.11987542628392685
1128,0.29982291874493366
1129,0.16427493364096493
1130,0.8045226963800219
1131,0.9524495949323052
1132,0.914136627294576
1133,0.8029608119212706
1134,0.3598944592816079
1135,0.09613831388004004
1136,0.36285705299294513
1137,0.3295118408891397
1138,0.8266077143892521
1139,0.09902269035715508
1140,0.8226185220726971
1141,0.6304144126463038
1142,0.8193829643601763
