PassengerId,Survived_proba
1,0.07984025054402055
2,0.9618601772936611
3,0.46986954678891757
4,0.9277250257315149
5,0.27488994748330264
6,0.07501294805672605
7,0.12227057889669121
8,0.3193170815245941
9,0.3887371786051627
10,0.9122071838138914
11,0.8462183528457023
12,0.8676177554678042
13,0.09914083322612767
14,0.09264453784651831
15,0.7740610025876185
16,0.8398726072659223
17,0.13931043201606302
18,0.08455231144872924
19,0.6706030547473566
20,0.479618143417644
21,0.1155298649064308
22,0.19402280743709946
23,0.6799454996380421
24,0.4137468337011018
25,0.07550541570169403
26,0.08505539275545393
27,0.32421890130674913
28,0.40218029334892336
29,0.7892273974207902
30,0.10992428013751
31,0.4645534356908405
32,0.9451359746174296
33,0.7656564186514832
34,0.11172444287074734
35,0.33422421796817414
36,0.09522671340187099
37,0.11077847992314267
38,0.09650665127642585
39,0.5950017127379365
40,0.5867537510788501
41,0.3236749641729729
42,0.9315031568782675
43,0.13573083613669062
44,0.9063776196435485
45,0.7874968517139864
46,0.1302067763300216
47,0.09158208043204476
48,0.6590399867836371
49,0.1676426654144553
50,0.5407942398821151
51,0.10345253816551814
52,0.1170503677167352
53,0.9793049107091744
54,0.8526295623524186
55,0.27142614967849654
56,0.2605198483455365
57,0.9067843844354444
58,0.10868899913716207
59,0.9165051162604043
60,0.06592457293822555
61,0.34167619193835735
62,0.9793234444946962
63,0.2594049942155211
64,0.07276240256283503
65,0.4432979857610654
66,0.8215251689644053
67,0.8728962800978
68,0.1774415597159999
69,0.1881418940834195
70,0.0984171820657225
71,0.12699201100054286
72,0.05173215321076414
73,0.32768608384296105
74,0.09265441512006486
75,0.36789571392564546
76,0.20779140501296317
77,0.0853791379757799
78,0.09088774119209758
79,0.9202609271217914
80,0.32463455424664567
81,0.059803078170982446
82,0.09146102878411282
83,0.7782159213944932
84,0.22118346226219956
85,0.8768196840983548
86,0.40170345070081265
87,0.16093429222715913
88,0.09700624604390218
89,0.9590990318546618
90,0.08354029919978216
91,0.2289254400827417
92,0.09960094354869874
93,0.4366184696436229
94,0.2177968228725804
95,0.1542010317345427
96,0.08643672714879247
97,0.2161026555054226
98,0.38783085603703293
99,0.9402182734952889
100,0.11854814666470322
101,0.49520795316043986
102,0.06742640220676567
103,0.4394393968783542
104,0.2571300308733179
105,0.06139748117035031
106,0.18202860663918072
107,0.5434934566230006
108,0.0625759742291447
109,0.18642677794163146
110,0.39415976001831954
111,0.24858707511560335
112,0.6893058027584896
113,0.08164343837244796
114,0.3167183221074927
115,0.4573552203936603
116,0.06427438836314206
117,0.09537734555656732
118,0.03444875239580174
119,0.2996860493115836
120,0.1320261042008735
121,0.09507455022438299
122,0.14359841585123434
123,0.22146140133212774
124,0.8242465908126803
125,0.167100619519429
126,0.6655321894386752
127,0.32536386484896657
128,0.0784126823041488
129,0.724097611142729
130,0.10346986999206884
131,0.1070564914980896
132,0.15921161229424197
133,0.36082234921812484
134,0.9211739195852398
135,0.13720360232327566
136,0.09002476231152827
137,0.9237837588526112
138,0.6953275853777917
139,0.1316013891534779
140,0.4412327119687895
141,0.39621579781183236
142,0.7031887976142004
143,0.346425025729967
144,0.33761442202957
145,0.0922850236683803
146,0.10732025125809294
147,0.2336564751584554
148,0.08762738223923572
149,0.10834490160706543
150,0.23321548080675
151,0.15921729339862972
152,0.9203720929287413
153,0.09338106732585535
154,0.09920961754190578
155,0.06625092536895859
156,0.38190586020264217
157,0.6478242315044379
158,0.10285789995650454
159,0.16886011386170924
160,0.126832029886127
161,0.06562945424929632
162,0.8922528112768253
163,0.13587675402080865
164,0.08227604298026042
165,0.13773805824425767
166,0.7894169593004793
167,0.9009685144005269
168,0.1063284873497837
169,0.0809025254977758
170,0.467292885008606
171,0.1519044713851661
172,0.1369853940332932
173,0.8029926216056513
174,0.2070000463926137
175,0.17040610055600997
176,0.12300744444489896
