row_index,oof_pred
0,0.06992504429305517
1,0.04791112966626591
2,0.15745851151266257
3,0.03652499019275439
4,0.6720170022552617
5,0.4549599728775489
6,0.6980584869976626
7,0.41382149255262474
8,0.4041821262932487
9,0.12368690040326671
10,0.15574280525627882
11,0.09295473045022191
12,0.601236417312457
13,0.17380382154808668
14,0.5079279286079086
15,0.1748468095957011
16,0.38757728209946457
17,0.09170010316903109
18,0.13720461877504364
19,0.7144856527665043
20,0.09170010316903109
21,0.7222718275033643
22,0.086871078727474
23,0.44288656335879756
24,0.09004777168896284
25,0.9716982542072063
26,0.33866417319586856
27,0.33546682337951006
28,0.12415085187544511
29,0.12715168010863875
30,0.07510076394630268
31,0.9585702604481297
32,0.09424561902377736
33,0.2434404569855195
34,0.1359626703146095
35,0.16020661480996878
36,0.15578977975555994
37,0.3726054437604755
38,0.15574280525627882
39,0.7969824008115168
40,0.1645597442536687
41,0.9761803791595839
42,0.0926625643241827
43,0.8302805516222352
44,0.7082358540060841
45,0.11960350657692492
46,0.09183850096940112
47,0.41383660192781146
48,0.7754498368119277
49,0.8426490458363413
50,0.9448037562111818
51,0.5869477852078001
52,0.7219235957386532
53,0.18103672158614603
54,0.6968143707415732
55,0.10028609705960488
56,0.0738125810966755
57,0.5118765464692641
58,0.656538841513771
59,0.2821985376858157
60,0.6159320074936191
61,0.6329069664820897
62,0.1420509052502567
63,0.10088210093616147
64,0.4988433123146662
65,0.5712938841091553
66,0.8914796857185496
67,0.07801750305623958
68,0.2738472803630704
69,0.2089713661151625
70,0.8016389777447387
71,0.12623519940884378
72,0.6836987689768635
73,0.9710635957996544
74,0.15599005503702118
75,0.05001084938765578
76,0.07239595050447864
77,0.08313617602294976
78,0.15093724081363405
79,0.556216277936116
80,0.07099791841891986
81,0.1198274462512351
82,0.14316438550935737
83,0.10025768577690301
84,0.7775015973909419
85,0.35575110690311523
86,0.08017645074273304
87,0.5286848516530505
88,0.647147490404929
89,0.9666791917931813
90,0.5782194831459236
91,0.5780798346269539
92,0.055262094657238456
93,0.09168539631421374
94,0.3708163896906305
95,0.7609649087695752
96,0.5697421240880134
97,0.15574280525627882
98,0.07239595050447864
99,0.10306090971911017
100,0.264755016717476
101,0.9225939757638091
102,0.7219599861087748
103,0.8632378354528877
104,0.10026930770981421
105,0.5830407821818979
106,0.2655740377286484
107,0.09168539631421374
108,0.128193956765296
109,0.46898616483088856
110,0.15574280525627882
111,0.012472453097730303
112,0.09674367696382202
113,0.35716500538627743
114,0.8200280045066966
115,0.15574280525627882
116,0.15565906040574276
117,0.14225223349647562
118,0.0869589246147772
119,0.114822854201909
120,0.09334773184431411
121,0.5860571644276742
122,0.05181551552066873
123,0.4959925658033317
124,0.13266605225471045
125,0.09263011248376378
126,0.5213789302147759
127,0.49325381708045074
128,0.10577445874969539
129,0.342571641700965
130,0.09642682031370327
131,0.09333804032305826
132,0.6720170022552617
133,0.1556085854821081
134,0.26742722503149763
135,0.12403242692220845
136,0.9609020089372866
137,0.15574280525627882
138,0.721951365786719
139,0.09170606472262537
140,0.497411878472585
141,0.14973806843251505
142,0.6628878179848632
143,0.4386368600767651
144,0.13983778182526105
145,0.29734813014625033
146,0.09168539631421374
147,0.16776296731079288
148,0.8753011199277583
149,0.8214446396123747
150,0.09666157113557859
151,0.22645913067573858
152,0.9253751160994661
153,0.7393978567459762
154,0.3230759487335376
155,0.7933370191670335
156,0.1900110241744104
157,0.08401545263455175
158,0.19659196962996756
159,0.8558716606917682
160,0.6527919272189129
161,0.8666434487362062
162,0.721951365786719
163,0.8996286212844544
164,0.8655287837905993
165,0.6295951523056781
166,0.08531322659085924
167,0.39679545095348717
168,0.7880608370709676
169,0.5726769949467347
170,0.05588473662578836
171,0.12623519940884378
172,0.4121445426311238
173,0.21161945449509745
174,0.7679715956429739
175,0.12382780119891922
176,0.183561474996365
177,0.9390098203482382
178,0.1266895135107126
