row_idx,oof_proba
0,0.11205608257820103
1,0.960871723223787
2,0.6082658930546306
3,0.9426113934580908
4,0.09365084496298048
5,0.14323370444602287
6,0.2672043413876635
7,0.2971044276627432
8,0.4226920455257874
9,0.8880913602269545
10,0.8561948565530487
11,0.9323746281251288
12,0.14232665895495816
13,0.027727807772833957
14,0.6419359953122711
15,0.785580578811586
16,0.22447881501716194
17,0.13697976409417492
18,0.593558828425537
19,0.642210112844742
20,0.1427928877812412
21,0.2186943024049158
22,0.6414545591637056
23,0.4093460145009269
24,0.41147285536532124
25,0.12266590212195849
26,0.14100817681601716
27,0.20157038188467755
28,0.6562007398346981
29,0.09116488547851821
30,0.5836415678193727
31,0.9728397413032603
32,0.6352390461551506
33,0.061127647816163755
34,0.405648261084922
35,0.19003815691605017
36,0.11967317615636833
37,0.1393484412247578
38,0.5736021823786773
39,0.6536563743352399
40,0.5408104936397868
41,0.8031782187423673
42,0.14922194242309889
43,0.8923412548147207
44,0.6406997813211686
45,0.10533817960541306
46,0.14645502483710626
47,0.6164602352493768
48,0.10775062775962194
49,0.5797835615273487
50,0.1911783997774728
51,0.13906532246574566
52,0.9513662115304056
53,0.8342195763054171
54,0.3003811246660071
55,0.3836424153318271
56,0.8377965333092995
57,0.1548972473751787
58,0.836057037559083
59,0.10905240253290809
60,0.15976034728929553
61,0.9525437004408908
62,0.29809721945290546
63,0.21448698875457511
64,0.3890888346244027
65,0.5774058897970302
66,0.88411370336193
67,0.12301291599176079
68,0.15052145509513715
69,0.07529515024486902
70,0.12936740044763748
71,0.11864373806560932
72,0.20555365324171926
73,0.12224221628910648
74,0.03647613250332357
75,0.16852351146572747
76,0.09801221755242763
77,0.08849466935217402
78,0.6868504622837052
79,0.5729940058652453
80,0.12325724631541131
81,0.10626147851107473
82,0.6353211616757718
83,0.2812226587261562
84,0.8488098010079888
85,0.2843743851733359
86,0.04116135612953754
87,0.11169180496090576
88,0.8336335113725127
89,0.10235800135939273
90,0.10489915549745144
91,0.12006302299737018
92,0.34882288924251725
93,0.05173566423074818
94,0.05846480036306245
95,0.10267699664003713
96,0.30792934956940865
97,0.5181275916454364
98,0.8363083367879545
99,0.1466628694115769
100,0.5255719152654492
101,0.10254280540955252
102,0.5164903958295025
103,0.09764527851671655
104,0.05522904891177051
105,0.1067834096458575
106,0.5784586900703023
107,0.10243778877910945
108,0.08835534517939507
109,0.5490242156467521
110,0.3157200677215168
111,0.6968661598395808
112,0.1073907616045157
113,0.5559890745954125
114,0.661735746851397
115,0.11925676611229788
116,0.03381319238810799
117,0.13254833377957437
118,0.6888244101431609
119,0.4502006458498088
120,0.13432011778296243
121,0.11328909848381194
122,0.1977838418112158
123,0.9025189409400287
124,0.27680464436579794
125,0.3999512616781389
126,0.1448274777899899
127,0.117742696864556
128,0.7230337282754474
129,0.059027174293358006
130,0.10843800169418234
131,0.10745652439952284
132,0.49315077425623527
133,0.8041248833996765
134,0.16631607133701828
135,0.21311275280268202
136,0.9358833782476486
137,0.39944611755503784
138,0.14037125022863547
139,0.6236776037815044
140,0.540473487683131
141,0.5679939027569925
142,0.5159319247622723
143,0.1718067284039975
144,0.18980482894317754
145,0.18054605182097055
146,0.10873402270684544
147,0.45570888796612385
148,0.2151086746476695
149,0.25870828846536015
150,0.25143057224489385
151,0.9523806498812787
152,0.050999670723842164
153,0.07337268910171965
154,0.09788173552650191
155,0.33666579856938267
156,0.633071446787014
157,0.09622130299988983
158,0.09849526291169503
159,0.0499157619348864
160,0.07951267490081979
161,0.781175700107288
162,0.1062929212720793
163,0.12136525466242534
164,0.20544864492241227
165,0.5159177395669703
166,0.9480529781773164
167,0.19906549439518414
168,0.2310387026871628
169,0.10512996178474025
170,0.24400756763812365
171,0.21593551830341395
172,0.7748184534065292
173,0.1318855778088572
174,0.33858627234092303
175,0.10003677124811099
176,0.24439561690143835
177,0.9667755870485399
178,0.13697976409417492
179,0.053551574449139584
180,0.0870773570183435
181,0.1921442451138402
182,0.14881700925425678
183,0.6431038280935351
184,0.7537752463118018
185,0.4862090956485331
186,0.6141219694891265
187,0.18948690612515323
188,0.09085215645861819
189,0.0897274581571208
190,0.8274799788764712
191,0.18693074829855938
192,0.5324941593322435
193,0.7242759696078673
194,0.9526882470417342
195,0.9611296760649173
196,0.12315345934996946
197,0.07279868277135704
198,0.6164602352493768
199,0.8414379094793194
200,0.09372957775706256
201,0.002780848522370603
202,0.07946070376321611
203,0.10403204426178456
204,0.13362084600806445
205,0.885307599253547
206,0.10116313924011762
207,0.15931226816818436
208,0.6330977810216442
209,0.431525617238282
210,0.11049431755633618
211,0.7805194474774926
212,0.13228691904838633
213,0.14853101243759662
214,0.12083927226768496
215,0.9631856707629332
216,0.5154607896109293
217,0.1041275337821582
218,0.9691188937518428
219,0.15119016859557707
220,0.1341685890362078
221,0.15738992840234672
222,0.0638813247418047
223,0.09116488547851821
224,0.3365174598832994
225,0.09708740816889504
226,0.18465138708416642
227,0.12019964274295283
228,0.19102519267654974
229,0.2587777939642188
230,0.948104067967642
231,0.09053105831332858
232,0.06738106229954768
233,0.4411209465387344
234,0.15320857805920468
235,0.5317161687614732
236,0.10510166009828595
237,0.9077754464785779
238,0.1896153841021875
239,0.1278401584140846
240,0.6461629564309511
241,0.6104764985438658
242,0.15818259075202376
243,0.11591852956673368
244,0.11665391888150148
245,0.6501166232553754
246,0.5778800290928467
247,0.8115046523716783
248,0.28482978866834274
249,0.23848470096373525
250,0.09080230128143367
251,0.6200333770473112
252,0.2369288361123864
253,0.11841438825705823
