row_id,rate_per_10000_ed_visits
0,11.529615710931287
1,4.664753153372925
2,3.2366230174719806
3,13.839773168100654
4,5.334957538763221
5,3.5837299172974517
6,15.010118832397785
7,5.475650329507448
8,3.5555392220069253
9,13.384143256615257
10,5.041728649413749
11,3.378646183360494
12,11.526759862484829
13,4.589635788103737
14,3.2879054672432244
15,15.552238027218682
16,5.450953953331702
17,3.50143312100429
18,12.402235468516919
19,5.07446597219295
20,3.3651460079881845
21,21.011173734253305
22,6.333021412185146
23,3.8791576254837494
24,20.82471357083199
25,6.212688358921945
26,3.91627088239529
27,11.811129547078387
28,4.664211205391899
29,3.246609249310853
30,14.361316481167076
31,5.345517648127477
32,3.4226451410278482
33,8.87142051679435
34,3.950233713518586
35,2.9145222125990857
36,11.252397002160047
37,4.6744999271831
38,3.1950586172995603
39,11.908471642445555
40,4.886089423857426
41,3.31309781233442
42,15.139337165991279
43,5.23157864496704
44,3.4798487140173404
45,19.575494539221513
46,6.472235940965348
47,3.9539749045623163
48,10.680832207785345
49,4.55265385569774
50,3.2049764152008096
51,38.593551721631705
52,9.016006332415767
53,5.064526570799642
54,13.96655163202142
55,5.14813710305868
56,3.4649701946606277
57,22.959791228054115
58,6.763439585209717
59,4.080005024659718
60,30.331397251329424
61,7.352667505985433
62,4.340613135820307
63,28.708360873401862
64,7.516293643690369
65,4.5989863132201645
66,14.74431431298393
67,5.340291765406853
68,3.672222470891378
69,11.294397892076054
70,4.571426000761724
71,3.2708258036978486
72,21.036866360736774
73,6.456982057033664
74,3.979461276196342
75,15.565824225421938
76,5.53540979719912
77,3.563583602685133
78,11.83172806933425
79,4.517545374733215
80,3.178171434495124
81,14.377836503447142
82,5.399684404951498
83,3.5246365335864875
84,9.854843312733513
85,4.289292945161592
86,3.045883926896216
87,10.810468167250692
88,4.520839445713495
89,3.1260829779613695
90,26.016365981320988
91,7.537922806494621
92,4.335347907488416
93,11.960536726502928
94,4.651318919763328
95,3.2892345656872672
96,22.673963699785688
97,6.283429406619589
98,3.927160014733231
99,16.212230160348206
100,5.515428810433636
101,3.8161139906203974
102,12.532730685603605
103,4.7346454792394566
104,3.3337124364350683
105,46.763329897798336
106,8.954807556511268
107,5.348959072584704
108,15.312477063353757
109,5.508669587457429
110,3.5952235432062647
111,20.633640451859627
112,5.99823568549679
113,3.863159332359244
114,22.4392777200837
115,6.910709648415651
116,4.227097070249621
117,15.25309393600361
