row_id,rate_per_10000_ed_visits
0,16.869376784528267
1,7.867159604517592
2,5.181965024934839
3,21.007351863594128
4,8.512018879880118
5,5.641251715566201
6,19.877040007257342
7,8.88483307185083
8,5.393206204205702
9,17.83000839908687
10,7.828506640639116
11,5.64017430091422
12,15.099284551531628
13,6.468908712269993
14,4.755609214244253
15,17.71668186267998
16,7.895584364378367
17,5.293528722919792
18,17.172180014612856
19,8.02133698172894
20,5.010539006811914
21,26.426049099051117
22,11.776700636665321
23,6.60342968370937
24,30.55881687612834
25,12.678232309898478
26,7.9125921714888
27,15.088522261523623
28,6.4490054574056614
29,4.526647240731599
30,20.150170352974275
31,9.830954623109506
32,5.656352007122131
33,13.563752149020242
34,5.793748363484078
35,3.6407131082156443
36,14.733932067772916
37,6.572004705252597
38,4.764521662167313
39,17.698742749492794
40,7.720163798523011
41,5.0742787358808155
42,21.129940787612504
43,8.910570620635426
44,5.761572453836896
45,26.955908856316025
46,12.635833938591835
47,7.928176992768453
48,14.51542467385184
49,6.39367971167533
50,4.614332293791061
51,40.191917676520134
52,17.746730629297332
53,11.013291313967848
54,21.10143855250555
55,9.302218986428475
56,5.6943875837164
57,25.1142131884584
58,11.564897713058318
59,7.017557053139287
60,40.56425980137676
61,17.252011337132632
62,10.432238151364007
63,33.681603548729385
64,14.983824266706543
65,9.092251475441394
66,20.35058954456497
67,8.717546544650201
68,5.920290465312153
69,15.34299586639453
70,6.5023697014425315
71,4.458459452048184
72,26.16637752112372
73,11.90285350793186
74,7.0120558273632705
75,22.514769922186243
76,9.738406008457874
77,6.252386315299738
78,14.374034213990278
79,6.109716484198364
80,4.840826064662132
81,20.968216314040404
82,8.525676186285947
83,5.981715445152837
84,14.92503225331211
85,5.993558230131706
86,3.7909005358827113
87,14.709969299062312
88,6.26513266535478
89,4.30990215877855
90,30.8918549992564
91,13.832381819289132
92,8.755828540507828
93,14.960463411100543
94,6.700231754099351
95,4.807562563560192
96,36.87621450349775
97,16.008992964998058
98,9.087804577509438
99,23.697143793315654
100,8.953279820787989
101,6.794152884052014
102,18.640115402561165
103,6.783313606858501
104,5.081877349771499
105,43.5200845707913
106,17.824397905588597
107,12.053598927054864
108,19.51526084929978
109,8.91974009658891
110,5.4718332232864615
111,24.185080226874064
112,10.459100617025086
113,6.801716528095209
114,30.888325872243602
115,12.751789030128837
116,8.328140668314104
